"long","lat","seal","date","local","lq"
173.405,-75.97333333,"c026","15-Mar-99","0:31:10","A"
173.9816667,-76.21166667,"c026","15-Mar-99","2:25:47","B"
174.4983333,-76.28333333,"c026","15-Mar-99","3:57:44","B"
174.2,-76.53166667,"c026","16-Mar-99","13:58:14","0"
174.3166667,-76.54,"c026","16-Mar-99","15:33:15","1"
174.335,-76.45166667,"c026","16-Mar-99","1:59:23","B"
176.5883333,-77.11166667,"c026","16-Mar-99","12:07:41","B"
173.53,-76.76833333,"c026","17-Mar-99","13:35:49","B"
174.42,-76.46833333,"c026","17-Mar-99","15:19:28","1"
174.7266667,-76.47666667,"c026","17-Mar-99","3:33:11","A"
174.6333333,-76.44666667,"c026","18-Mar-99","4:44:33","0"
173.8816667,-76.53333333,"c026","18-Mar-99","11:29:17","0"
172.2166667,-76.79166667,"c026","19-Mar-99","4:54:55","0"
172.6133333,-76.21333333,"c026","20-Mar-99","12:30:42","B"
174.0083333,-75.96833333,"c026","20-Mar-99","14:06:21","B"
173.3283333,-75.92166667,"c026","20-Mar-99","16:26:32","A"
173.16,-76.46166667,"c026","20-Mar-99","3:01:21","B"
174.1316667,-76.17666667,"c026","20-Mar-99","3:57:11","B"
174.0216667,-76.00666667,"c026","20-Mar-99","11:20:24","B"
174.0966667,-75.97333333,"c026","21-Mar-99","13:42:08","A"
174.1883333,-76.02166667,"c026","21-Mar-99","15:17:46","B"
174.5433333,-76.01166667,"c026","21-Mar-99","16:11:12","B"
173.5333333,-76.04,"c026","21-Mar-99","3:35:22","A"
174.1233333,-76.29333333,"c026","21-Mar-99","11:13:17","0"
174.1783333,-76.02333333,"c026","21-Mar-99","12:08:00","B"
175.1266667,-75.76666667,"c026","22-Mar-99","14:22:48","B"
174.9883333,-75.92833333,"c026","22-Mar-99","4:16:39","A"
175.8783333,-75.935,"c026","23-Mar-99","12:26:32","0"
175.435,-76.35166667,"c026","23-Mar-99","14:42:21","0"
175.625,-75.90833333,"c026","23-Mar-99","15:50:02","B"
175.9333333,-76.11666667,"c026","24-Mar-99","3:56:01","A"
174.0516667,-75.92166667,"c026","25-Mar-99","13:55:21","A"
173.8083333,-75.90333333,"c026","25-Mar-99","15:29:31","B"
174.3316667,-75.91333333,"c026","25-Mar-99","12:14:26","B"
174.4533333,-75.64833333,"c026","26-Mar-99","13:35:17","A"
174.5116667,-75.62166667,"c026","26-Mar-99","15:15:48","B"
175.2333333,-75.75833333,"c026","27-Mar-99","14:54:58","B"
177.8383333,-75.62666667,"c026","28-Mar-99","14:29:03","A"
176.6683333,-75.63833333,"c026","28-Mar-99","11:12:35","B"
178.985,-75.66666667,"c026","29-Mar-99","12:25:46","B"
179.1516667,-75.60666667,"c026","29-Mar-99","14:07:07","3"
179.145,-75.59833333,"c026","29-Mar-99","14:42:21","2"
179.14,-75.59666667,"c026","29-Mar-99","15:46:55","2"
181.28,-75.60833333,"c026","30-Mar-99","14:32:12","B"
181.2933333,-75.085,"c026","30-Mar-99","15:28:53","B"
189.9916667,-76.67333333,"c026","30-Mar-99","11:03:44","B"
182.6116667,-75.64666667,"c026","31-Mar-99","12:42:55","B"
181.7,-75.49333333,"c026","31-Mar-99","13:23:03","A"
181.5716667,-75.41166667,"c026","31-Mar-99","15:59:34","A"
181.93,-75.48,"c026","31-Mar-99","16:42:31","A"
178.8316667,-75.11333333,"c026","1-Apr-99","12:57:04","B"
179.0816667,-75.01333333,"c026","1-Apr-99","23:06:08","A"
179.0483333,-74.72166667,"c026","2-Apr-99","12:38:54","B"
177.9883333,-74.93666667,"c026","2-Apr-99","0:31:54","B"
179.365,-74.19833333,"c026","3-Apr-99","12:17:40","B"
179.5266667,-74.175,"c026","3-Apr-99","13:57:08","A"
182.6616667,-74.00166667,"c026","4-Apr-99","23:40:38","B"
181.7016667,-73.87833333,"c026","4-Apr-99","3:28:54","B"
182.5883333,-73.77166667,"c026","5-Apr-99","13:13:44","0"
182.52,-73.80333333,"c026","5-Apr-99","14:49:29","0"
182.365,-73.59666667,"c026","6-Apr-99","13:12:48","0"
182.1966667,-73.74833333,"c026","6-Apr-99","3:09:04","B"
182.3466667,-73.685,"c026","6-Apr-99","11:08:30","0"
181.1,-73.51166667,"c026","7-Apr-99","16:26:11","B"
181.2333333,-73.74,"c026","8-Apr-99","12:51:11","0"
181.3216667,-73.73666667,"c026","8-Apr-99","13:45:31","2"
181.2933333,-73.75833333,"c026","8-Apr-99","14:32:39","0"
181.9416667,-73.77166667,"c026","10-Apr-99","12:24:39","B"
179.7016667,-73.67833333,"c026","10-Apr-99","14:39:27","B"
179.7583333,-73.70333333,"c026","10-Apr-99","15:50:18","B"
179.5316667,-72.82666667,"c026","10-Apr-99","23:03:31","A"
179.6133333,-73.76333333,"c026","10-Apr-99","11:21:11","B"
179.0716667,-73.30833333,"c026","11-Apr-99","12:38:00","A"
178.5466667,-73.31333333,"c026","11-Apr-99","15:37:14","A"
179.005,-73.35666667,"c026","11-Apr-99","15:54:45","B"
178.3916667,-72.80333333,"c026","12-Apr-99","13:52:12","B"
178.1466667,-72.62166667,"c026","12-Apr-99","15:29:50","B"
181.9,-72.755,"c026","12-Apr-99","11:58:08","B"
176.4983333,-70.9,"c026","15-Apr-99","16:37:16","A"
175.4733333,-70.285,"c026","16-Apr-99","14:36:46","B"
175.8666667,-70.36,"c026","16-Apr-99","15:45:17","B"
174.6616667,-70.18166667,"c026","17-Apr-99","14:29:04","A"
173.7783333,-69.43666667,"c026","18-Apr-99","13:21:34","B"
173.8833333,-70.00666667,"c026","18-Apr-99","4:15:13","B"
173.8783333,-69.09666667,"c026","19-Apr-99","15:47:52","A"
173.8483333,-69.03166667,"c026","19-Apr-99","16:18:22","B"
173.9216667,-69.16666667,"c026","19-Apr-99","11:26:44","A"
173.915,-68.53333333,"c026","20-Apr-99","12:44:55","B"
174.155,-68.78666667,"c026","20-Apr-99","3:54:32","A"
173.51,-68.62333333,"c026","20-Apr-99","11:05:43","B"
172.215,-66.915,"c026","22-Apr-99","15:11:53","A"
171.9716667,-66.97833333,"c026","22-Apr-99","16:55:35","A"
171.8116667,-66.80166667,"c026","22-Apr-99","11:49:03","B"
170.545,-66.71666667,"c026","23-Apr-99","13:18:52","B"
169.1783333,-65.63666667,"c026","24-Apr-99","16:34:38","0"
169.8866667,-65.76,"c026","24-Apr-99","11:14:29","A"
168.0466667,-64.55166667,"c026","26-Apr-99","12:49:33","0"
167.815,-64.35333333,"c026","26-Apr-99","16:07:51","A"
166.655,-63.87166667,"c026","27-Apr-99","15:08:42","B"
165.0383333,-63.51166667,"c026","28-Apr-99","14:42:32","A"
164.3183333,-62.235,"c026","30-Apr-99","1:59:34","B"
163.5716667,-61.74166667,"c026","1-May-99","13:36:29","B"
163.3433333,-60.11333333,"c026","3-May-99","14:49:02","0"
162.8533333,-59.72833333,"c026","4-May-99","4:36:12","B"
163.0116667,-59.27833333,"c026","5-May-99","12:13:08","A"
162.6566667,-58.30166667,"c026","6-May-99","15:05:54","A"
162.65,-58.61166667,"c026","6-May-99","15:52:07","0"
162.215,-58.74666667,"c026","6-May-99","4:16:36","A"
161.0166667,-58.10166667,"c026","7-May-99","15:49:22","B"
162.73,-57.64833333,"c026","8-May-99","3:57:59","B"
162.21,-56.40166667,"c026","9-May-99","13:42:51","0"
162.0683333,-56.25166667,"c026","9-May-99","15:18:55","0"
161.1583333,-54.53833333,"c026","11-May-99","16:36:02","0"
160.1383333,-54.17333333,"c026","12-May-99","14:48:07","B"
161.0033333,-54.38666667,"c026","12-May-99","3:10:55","B"
160.0783333,-54.26166667,"c026","12-May-99","11:18:34","A"
158.9716667,-53.87166667,"c026","13-May-99","12:39:32","B"
158.7266667,-53.80166667,"c026","14-May-99","16:00:23","B"
156.4666667,-53.09666667,"c026","15-May-99","4:13:50","B"
159.4783333,-52.98166667,"c026","16-May-99","4:08:38","A"
160.5366667,-52.85666667,"c026","19-May-99","12:07:17","A"
159.8783333,-54,"c026","20-May-99","16:41:21","B"
165.9183333,-53.88333333,"c026","20-May-99","4:57:45","B"
159.4616667,-54.26833333,"c026","21-May-99","4:51:27","B"
159.725,-54.83166667,"c993","7-Jan-99","12:59:53","B"
160.1783333,-55.57666667,"c993","8-Jan-99","13:35:05","B"
160.2983333,-55.44166667,"c993","8-Jan-99","16:08:30","A"
159.8233333,-55.12833333,"c993","8-Jan-99","2:50:46","B"
160.8033333,-56.79166667,"c993","9-Jan-99","13:09:51","B"
161.8866667,-57.75833333,"c993","11-Jan-99","14:04:45","B"
162.1166667,-57.64,"c993","11-Jan-99","17:21:17","A"
161.71,-57.72666667,"c993","11-Jan-99","12:26:07","B"
162.0566667,-58.23333333,"c993","12-Jan-99","15:25:33","B"
162.3416667,-58.39666667,"c993","12-Jan-99","2:06:21","A"
162.4033333,-59.18333333,"c993","13-Jan-99","13:36:02","B"
163.9883333,-60.26166667,"c993","14-Jan-99","16:18:30","A"
162.8966667,-60.24,"c993","14-Jan-99","16:44:13","A"
163.095,-60.21666667,"c993","14-Jan-99","17:55:44","A"
161.9033333,-60.19333333,"c993","14-Jan-99","3:23:54","A"
162.6333333,-59.68166667,"c993","14-Jan-99","5:08:24","A"
162.695,-60.26833333,"c993","14-Jan-99","13:00:50","B"
163.3483333,-60.92833333,"c993","15-Jan-99","14:51:26","B"
162.6716667,-60.71,"c993","15-Jan-99","15:52:08","B"
165.1416667,-62.21833333,"c993","16-Jan-99","15:29:50","B"
164.2566667,-62.44666667,"c993","17-Jan-99","16:06:13","B"
163.5166667,-62.805,"c993","17-Jan-99","4:37:04","B"
164.9633333,-63.35333333,"c993","18-Jan-99","13:14:08","B"
164.6183333,-63.15833333,"c993","18-Jan-99","5:59:09","B"
165.105,-63.03333333,"c993","18-Jan-99","12:39:42","B"
167.7083333,-64.415,"c993","20-Jan-99","15:34:34","B"
168.7016667,-64.69166667,"c993","21-Jan-99","3:45:12","B"
170.3616667,-65.77833333,"c993","22-Jan-99","13:22:50","B"
170.8966667,-65.64833333,"c993","22-Jan-99","14:58:08","B"
170.345,-65.55666667,"c993","22-Jan-99","16:36:09","B"
173.1783333,-66.72166667,"c993","24-Jan-99","13:12:17","B"
173.3133333,-66.37,"c993","24-Jan-99","14:15:24","B"
171.4883333,-67.65166667,"c993","24-Jan-99","14:58:38","B"
173.5533333,-66.71166667,"c993","24-Jan-99","15:56:53","A"
176.0883333,-65.96666667,"c993","25-Jan-99","4:46:36","B"
175.795,-67.65833333,"c993","26-Jan-99","15:10:55","B"
175.1966667,-68.01666667,"c993","26-Jan-99","1:07:40","B"
176.2766667,-68.49333333,"c993","27-Jan-99","13:11:50","B"
173.945,-67.77333333,"c993","27-Jan-99","14:46:20","B"
176.4416667,-69.13333333,"c993","27-Jan-99","16:33:11","A"
177.4416667,-68.92666667,"c993","28-Jan-99","12:26:47","A"
177.4433333,-68.93833333,"c993","28-Jan-99","14:10:20","B"
177.2566667,-69.29166667,"c993","28-Jan-99","14:32:38","B"
175.2466667,-68.75666667,"c993","28-Jan-99","6:06:18","B"
181.945,-69.20666667,"c993","29-Jan-99","12:27:41","B"
181.8483333,-69.235,"c993","29-Jan-99","15:47:33","A"
179.3016667,-69.01,"c993","29-Jan-99","2:12:35","A"
182.32,-68.37333333,"c993","29-Jan-99","5:31:00","B"
181.4816667,-68.79166667,"c993","30-Jan-99","15:32:32","0"
184.88,-67.89666667,"c993","31-Jan-99","16:55:25","A"
183.5683333,-67.55166667,"c993","1-Feb-99","18:01:10","B"
186.3216667,-67.78333333,"c993","2-Feb-99","16:01:20","B"
186.9283333,-68.09166667,"c993","2-Feb-99","1:30:33","A"
187.2216667,-68.97,"c993","3-Feb-99","15:42:03","B"
187.1533333,-68.23666667,"c993","3-Feb-99","16:23:29","A"
176.4366667,-67.88666667,"c993","3-Feb-99","17:10:42","B"
186.0166667,-68.10333333,"c993","3-Feb-99","1:14:56","B"
187.4916667,-69.14166667,"c993","4-Feb-99","15:14:11","A"
187.8583333,-69.11333333,"c993","4-Feb-99","16:11:48","B"
187.0916667,-69.18666667,"c993","4-Feb-99","16:51:48","B"
186.34,-69.53,"c993","5-Feb-99","14:47:40","0"
186.7216667,-69.53166667,"c993","5-Feb-99","16:33:41","B"
186.2766667,-69.87833333,"c993","5-Feb-99","17:44:08","A"
189.2533333,-70.61333333,"c993","5-Feb-99","18:07:43","B"
181.1266667,-68.335,"c993","6-Feb-99","12:30:09","B"
184.2366667,-70.11666667,"c993","6-Feb-99","14:30:43","B"
186.055,-70.46666667,"c993","6-Feb-99","17:50:50","B"
185.4833333,-69.86333333,"c993","7-Feb-99","12:34:15","B"
184.0566667,-71.13,"c993","7-Feb-99","15:40:26","B"
184.5016667,-70.63833333,"c993","8-Feb-99","12:10:22","B"
184.7783333,-70.75166667,"c993","8-Feb-99","0:19:00","B"
183.125,-71.27833333,"c993","8-Feb-99","1:59:02","0"
183.3966667,-71.79833333,"c993","9-Feb-99","13:26:19","A"
173.8516667,-71.02166667,"c993","9-Feb-99","16:38:48","B"
187.855,-70.12166667,"c993","9-Feb-99","5:10:38","B"
177.7233333,-73.43166667,"c993","10-Feb-99","13:08:14","B"
192.2433333,-72.185,"c993","10-Feb-99","13:28:46","B"
182.2333333,-72.16333333,"c993","11-Feb-99","14:18:08","B"
181.77,-70.99333333,"c993","11-Feb-99","16:03:36","B"
186.6933333,-71.665,"c993","11-Feb-99","4:50:35","0"
182.4816667,-72.11166667,"c993","12-Feb-99","12:16:35","B"
194.7966667,-73.56333333,"c993","12-Feb-99","13:05:21","B"
178.01,-72.11166667,"c993","12-Feb-99","14:39:59","B"
181.71,-71.94666667,"c993","12-Feb-99","15:40:31","B"
183.09,-72.715,"c993","12-Feb-99","16:27:31","B"
172.8166667,-70.14833333,"c993","13-Feb-99","12:53:24","B"
181.3083333,-72.54333333,"c993","13-Feb-99","14:26:29","0"
177.1283333,-72.58333333,"c993","13-Feb-99","15:09:58","B"
182.7866667,-72.94333333,"c993","13-Feb-99","16:12:58","B"
182.5266667,-72.55833333,"c993","13-Feb-99","4:28:52","A"
198.9916667,-74.62333333,"c993","14-Feb-99","12:43:16","B"
186.4466667,-72.68333333,"c993","14-Feb-99","14:24:39","B"
182.89,-73.41,"c993","14-Feb-99","5:54:18","B"
182.8366667,-72.005,"c993","15-Feb-99","14:35:57","B"
183.8233333,-72.98333333,"c993","16-Feb-99","2:15:00","A"
183.855,-73.18666667,"c993","17-Feb-99","13:47:19","B"
181.2183333,-72.77833333,"c993","17-Feb-99","3:37:51","B"
183.97,-73.24333333,"c993","18-Feb-99","13:24:19","B"
182.8783333,-72.83166667,"c993","19-Feb-99","16:25:19","A"
182.9616667,-72.75166667,"c993","19-Feb-99","3:21:59","A"
182.5816667,-72.86333333,"c993","19-Feb-99","4:40:15","B"
179.4633333,-72.73666667,"c993","20-Feb-99","14:52:09","B"
182.3816667,-72.77833333,"c993","20-Feb-99","3:10:44","B"
182.4666667,-72.74166667,"c993","21-Feb-99","13:01:29","B"
182.025,-72.8,"c993","21-Feb-99","15:39:45","A"
174.6666667,-70.76333333,"c993","21-Feb-99","17:21:58","B"
182.0733333,-72.71833333,"c993","21-Feb-99","4:41:23","B"
182.7066667,-72.785,"c993","21-Feb-99","5:40:23","B"
182.4516667,-72.59333333,"c993","22-Feb-99","15:16:46","A"
182.7033333,-72.77833333,"c993","22-Feb-99","6:10:55","0"
182.2933333,-73.05666667,"c993","23-Feb-99","14:21:22","B"
178.8216667,-71.84166667,"c993","23-Feb-99","16:37:49","B"
183.4416667,-72.56166667,"c993","23-Feb-99","5:56:06","B"
181.26,-72.55333333,"c993","24-Feb-99","16:14:28","B"
182.985,-73.02833333,"c993","25-Feb-99","13:56:13","A"
182.72,-73.10166667,"c993","25-Feb-99","15:51:34","B"
182.9833333,-72.95,"c993","25-Feb-99","0:31:00","B"
185.2816667,-69.67333333,"c993","25-Feb-99","5:29:36","B"
182.1916667,-73.17166667,"c993","25-Feb-99","5:51:16","B"
181.145,-73.60166667,"c993","26-Feb-99","3:47:01","B"
193.0566667,-72.51333333,"c993","27-Feb-99","13:40:45","B"
182.695,-73.45166667,"c993","27-Feb-99","5:03:55","A"
182.6083333,-73.37833333,"c993","28-Feb-99","13:23:17","A"
191.0416667,-70.09166667,"c993","28-Feb-99","4:58:18","B"
182.9466667,-73.48333333,"c993","1-Mar-99","12:44:59","A"
181.02,-73.43666667,"c993","1-Mar-99","16:03:17","A"
182.6,-73.42666667,"c993","1-Mar-99","17:42:21","B"
173.6016667,-74.86833333,"c993","1-Mar-99","4:54:07","B"
183.915,-72.40166667,"c993","2-Mar-99","12:26:12","B"
181.89,-73.07166667,"c993","2-Mar-99","14:43:36","A"
182.9516667,-73.53833333,"c993","2-Mar-99","1:15:47","B"
173.7616667,-75.07666667,"c993","2-Mar-99","4:43:30","B"
176.1633333,-76.44833333,"c993","3-Mar-99","14:31:31","0"
178.3666667,-72.68333333,"c993","4-Mar-99","12:41:53","B"
167.6116667,-75.87833333,"c993","4-Mar-99","6:01:50","B"
181.0066667,-73.53333333,"c993","5-Mar-99","12:27:03","B"
182.2783333,-73.485,"c993","5-Mar-99","14:06:40","A"
181.6116667,-73.51333333,"c993","5-Mar-99","14:36:18","B"
182.27,-73.49833333,"c993","5-Mar-99","16:11:57","B"
179.99,-73.47166667,"c993","5-Mar-99","5:46:20","B"
181.2633333,-73.35333333,"c993","6-Mar-99","12:16:49","0"
181.3566667,-73.48666667,"c993","6-Mar-99","5:49:45","B"
183.9833333,-73.40833333,"c993","8-Mar-99","15:19:30","A"
179.7083333,-73.39833333,"c993","8-Mar-99","16:58:36","B"
181.905,-73.28833333,"c993","8-Mar-99","5:05:25","A"
181.9916667,-73.36666667,"c993","9-Mar-99","15:05:34","B"
181.7533333,-73.30666667,"c993","9-Mar-99","3:22:53","B"
181.885,-73.38833333,"c993","10-Mar-99","13:09:55","B"
181.3133333,-73.49666667,"c993","10-Mar-99","14:55:37","B"
179.8816667,-73.48833333,"c993","10-Mar-99","16:08:14","B"
179.9833333,-73.44666667,"c993","10-Mar-99","17:44:42","A"
181.4816667,-73.39166667,"c993","10-Mar-99","4:52:18","B"
181.8633333,-73.50833333,"c993","11-Mar-99","18:08:19","B"
181.3,-73.38,"c993","11-Mar-99","4:40:26","B"
182.7666667,-74.00166667,"c993","11-Mar-99","5:43:05","A"
183.9783333,-73.57166667,"c993","12-Mar-99","13:35:12","B"
181.1266667,-73.37333333,"c993","12-Mar-99","14:33:07","B"
182.9666667,-73.43666667,"c993","12-Mar-99","15:20:17","B"
181.0183333,-73.35833333,"c993","12-Mar-99","16:16:55","B"
182.2583333,-73.22333333,"c993","12-Mar-99","4:29:18","B"
182.7433333,-72.87166667,"c993","13-Mar-99","12:32:58","B"
182.12,-73.50333333,"c993","13-Mar-99","14:15:17","B"
183.915,-73.14166667,"c993","13-Mar-99","2:39:59","B"
182.82,-73.325,"c993","13-Mar-99","5:56:42","B"
182.71,-73.32333333,"c993","14-Mar-99","14:06:25","A"
181.1766667,-73.665,"c993","14-Mar-99","14:38:58","B"
179.5983333,-73.67666667,"c993","14-Mar-99","15:55:25","B"
177.7816667,-73.81833333,"c993","15-Mar-99","12:40:57","B"
181.38,-73.50833333,"c993","15-Mar-99","2:06:33","B"
179.0466667,-73.32666667,"c993","16-Mar-99","13:49:02","B"
181.0116667,-73.39666667,"c993","16-Mar-99","15:27:36","1"
183.335,-72.89166667,"c993","16-Mar-99","3:45:59","B"
181.2966667,-73.26333333,"c993","17-Mar-99","16:49:33","A"
179.9116667,-73.37166667,"c993","18-Mar-99","15:08:14","0"
184.1716667,-73.74,"c993","18-Mar-99","18:05:56","A"
179.8766667,-73.19333333,"c993","20-Mar-99","14:43:38","A"
181.5783333,-73.18666667,"c993","20-Mar-99","16:22:37","A"
181.0966667,-73.015,"c993","20-Mar-99","3:02:05","B"
179.87,-73.38333333,"c993","20-Mar-99","4:37:34","B"
181.0033333,-73.82666667,"c993","21-Mar-99","14:25:11","B"
181.9966667,-73.615,"c993","21-Mar-99","15:27:00","B"
181.8183333,-73.29166667,"c993","21-Mar-99","16:14:36","B"
181.3566667,-73.205,"c993","21-Mar-99","1:08:05","B"
179.255,-73.3,"c993","21-Mar-99","4:28:43","A"
181.71,-73.47166667,"c993","21-Mar-99","5:17:14","B"
183.86,-74.43333333,"c993","22-Mar-99","14:13:59","B"
181.2933333,-73.29,"c993","22-Mar-99","0:55:32","B"
181.1766667,-73.30666667,"c993","22-Mar-99","2:35:11","B"
181.2333333,-73.35166667,"c993","23-Mar-99","12:25:19","0"
179.7333333,-73.62166667,"c993","23-Mar-99","15:54:09","B"
182.4466667,-73.85166667,"c993","24-Mar-99","12:17:33","A"
179.4933333,-72.08666667,"c993","24-Mar-99","12:32:47","0"
176.8066667,-73.58166667,"c993","24-Mar-99","14:00:31","B"
181.9333333,-73.90166667,"c993","24-Mar-99","14:19:12","B"
178.9233333,-73.65666667,"c993","25-Mar-99","13:48:44","B"
181.9116667,-73.635,"c993","25-Mar-99","17:11:37","A"
179.9716667,-73.625,"c993","25-Mar-99","1:58:47","0"
181.8683333,-73.615,"c993","25-Mar-99","5:33:11","A"
182.9366667,-73.41833333,"c993","26-Mar-99","13:36:37","B"
182.5783333,-73.34333333,"c993","27-Mar-99","13:20:21","A"
182.7933333,-73.34666667,"c993","27-Mar-99","1:35:20","B"
183.9333333,-73.60166667,"c993","28-Mar-99","13:07:56","B"
179.7033333,-73.38333333,"c993","29-Mar-99","12:26:10","B"
184.5633333,-73.90333333,"c993","29-Mar-99","12:58:53","B"
179.3116667,-72.97666667,"c993","29-Mar-99","14:03:23","B"
179.9933333,-73.26166667,"c993","30-Mar-99","13:41:12","B"
178.7366667,-73.49333333,"c993","30-Mar-99","14:33:51","B"
182.215,-73.68833333,"c993","30-Mar-99","17:03:53","A"
176.6083333,-73.685,"c993","31-Mar-99","14:26:04","B"
179.3083333,-73.125,"c993","31-Mar-99","15:03:43","A"
179.5083333,-73.14666667,"c993","31-Mar-99","16:40:34","0"
179.6616667,-72.84833333,"c993","1-Apr-99","14:07:11","B"
181.7983333,-73.005,"c993","1-Apr-99","16:18:13","A"
181.9883333,-73.02,"c993","1-Apr-99","2:24:46","B"
181.6433333,-73.22666667,"c993","1-Apr-99","3:58:28","B"
182.38,-72.77333333,"c993","2-Apr-99","15:36:18","0"
182.865,-72.98166667,"c993","2-Apr-99","2:10:21","B"
181.535,-72.82666667,"c993","3-Apr-99","12:20:06","B"
181.3816667,-72.76333333,"c993","3-Apr-99","15:24:26","A"
181.2733333,-72.86833333,"c993","4-Apr-99","13:36:18","B"
182.815,-72.76166667,"c993","4-Apr-99","15:15:05","B"
182.1433333,-72.95833333,"c993","4-Apr-99","16:54:52","B"
183.9066667,-72.56166667,"c993","4-Apr-99","3:34:50","0"
182.4433333,-72.555,"c993","5-Apr-99","13:11:00","A"
182.2066667,-72.73666667,"c993","5-Apr-99","14:51:55","A"
183.2816667,-73.04333333,"c993","5-Apr-99","16:32:06","B"
181.8033333,-73.06,"c993","5-Apr-99","4:49:08","A"
182.0066667,-72.32166667,"c993","7-Apr-99","14:05:56","0"
183.8583333,-72.79666667,"c993","7-Apr-99","15:49:13","B"
182.2383333,-72.16,"c993","8-Apr-99","13:41:53","0"
182.1633333,-72.29666667,"c993","8-Apr-99","14:28:05","B"
175.9,-71.63333333,"c993","8-Apr-99","16:59:58","B"
181.0716667,-72.81666667,"c993","9-Apr-99","5:58:36","B"
181.3116667,-72.73333333,"c993","10-Apr-99","13:05:36","B"
182.9183333,-72.54,"c993","10-Apr-99","14:05:55","A"
179.9016667,-72.18,"c993","10-Apr-99","16:18:01","A"
181.1883333,-72.54833333,"c993","10-Apr-99","17:34:16","A"
181.2383333,-72.46,"c993","10-Apr-99","17:59:22","A"
183.9,-72.47833333,"c993","10-Apr-99","2:20:25","A"
182.2483333,-72.75666667,"c993","10-Apr-99","4:42:06","B"
181.6083333,-72.26666667,"c993","11-Apr-99","12:17:39","0"
181.5666667,-72.155,"c993","11-Apr-99","15:55:29","B"
181.6933333,-72.64666667,"c993","11-Apr-99","4:11:49","B"
181.1616667,-72.53,"c993","11-Apr-99","5:33:52","A"
181.1366667,-71.77833333,"c993","12-Apr-99","13:41:55","B"
181.355,-71.50833333,"c993","12-Apr-99","17:04:15","B"
187.01,-71.62833333,"c993","14-Apr-99","13:18:56","B"
181.7733333,-69.62666667,"c993","14-Apr-99","14:57:07","B"
179.0566667,-69.20833333,"c993","16-Apr-99","12:30:07","A"
181.3733333,-69.9,"c993","16-Apr-99","17:30:34","B"
176.37,-67.945,"c993","18-Apr-99","12:37:36","B"
173.92,-66.59666667,"c993","19-Apr-99","13:04:56","A"
176.1483333,-66.83166667,"c993","19-Apr-99","15:49:20","A"
174.6016667,-66.57833333,"c993","19-Apr-99","16:20:47","B"
174.805,-67.11666667,"c993","19-Apr-99","5:45:39","A"
173.0616667,-64.74166667,"c993","21-Apr-99","15:18:38","B"
171.6166667,-63.79333333,"c993","23-Apr-99","13:15:22","A"
171.1433333,-62.835,"c993","24-Apr-99","13:04:44","B"
